,last_name_x,last_name_y, first_name_x,player_id,pitch_hand,pitch_type,pitch_name_x,pitch_name_y,pitches,n_pitches,pitch_usage,release_speed,spin_rate,movement_inches,spin_eff%,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,diff_measured_inferred,diff2,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label,team_name_alt,bauer_units
537,Moore,Moore, Matt,519043,L,CH,Changeup,Changeup,241,241,19.2,82.5,1840,18.6,98,0.9136016499005192,0.9839235645768308,249.73131949825375,252.36764010331697,-2.63632060506319,2.636320605063218,2.0,5,70,0.222,0.46,0.322,36.7,31.4,21.4,0.193,0.374,0.278,35.7,15,9,45,9,30,0,15,9:45,9:30,+0H 15M,PHI,22.303030303030305
538,Moore,Moore, Matt,519043,L,FF,4-Seamer,4-Seam Fastball,713,713,56.9,92.4,2279,19.8,98,0.9291422482987464,0.9817379671161872,221.72481065341825,222.65886529584685,-0.9340546424286345,0.9340546424286272,0.8,6,196,0.309,0.558,0.411,17.8,15.8,16.9,0.278,0.481,0.367,42.3,0,10,30,10,30,0,0,10:30,10:30, 0H 00M,PHI,24.664502164502164
539,Morgan,Morgan, Adam,605388,L,SL,Slider,Slider,208,203,47.1,82.6,2790,7.9,27,0.3325565897511731,0.2747679347854672,76.96273860246387,101.60261395364805,-24.639875351184173,24.639875351184163,-3.1,-6,55,0.102,0.306,0.212,46.0,41.8,24.2,0.124,0.294,0.225,37.0,60,3,30,2,30,1,0,3:30,2:30,+1H 00M,CHC,33.7772397094431
540,Morgan,Morgan, Eli,669212,R,FF,4-Seamer,4-Seam Fastball,687,687,48.6,90.5,2223,20.4,99,0.9606868917118764,0.9908990583766114,143.85569495578446,144.2372960361276,-0.3816010803431311,0.381601080343149,0.0,0,169,0.283,0.52,0.37,18.6,18.9,17.7,0.251,0.455,0.333,45.1,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,CLE,24.56353591160221
541,Morgan,Morgan, Eli,669212,R,SL,Slider,Slider,332,331,23.5,85.2,2328,7.2,36,0.3260823005869431,0.3582204012451481,178.01888057835754,211.1490579497768,-33.13017737141922,33.13017737141923,1.6,5,82,0.28,0.533,0.375,30.9,23.2,19.8,0.257,0.484,0.346,35.7,60,12,0,11,0,1,0,12:00,11:00,+1H 00M,CLE,27.32394366197183
542,Morgan,Morgan, Eli,669212,R,CH,Changeup,Changeup,322,322,22.8,74.8,2012,15.8,86,0.7194423002724462,0.8569730233077264,98.1608335053277,101.15086527413564,-2.9900317688079525,2.990031768807953,-1.0,-3,113,0.174,0.376,0.247,25.4,26.5,21.1,0.257,0.517,0.338,40.5,0,2,45,2,45,0,0,2:45,2:45, 0H 00M,CLE,26.898395721925134
543,Morton,Morton, Charlie,450203,R,FF,4-Seamer,4-Seam Fastball,1075,1072,36.0,95.5,2340,18.0,92,0.8627996305834196,0.9190430855908318,125.53198573594727,130.9765966644972,-5.444610928549935,5.444610928549942,-0.3,-3,248,0.23,0.355,0.3,23.2,27.0,19.3,0.233,0.392,0.311,40.4,0,1,45,1,45,0,0,1:45,1:45, 0H 00M,ATL,24.50261780104712
544,Muller,Muller, Kyle,666205,L,FF,4-Seamer,4-Seam Fastball,280,280,41.4,93.4,2435,16.0,82,0.7555677309813561,0.8157809829702027,216.83397067109672,204.67138968240656,12.162580988690138,12.162580988690134,-0.4,-1,60,0.275,0.373,0.354,18.3,15.0,13.8,0.247,0.363,0.322,51.2,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M,ATL,26.07066381156317
545,Muller,Muller, Kyle,666205,L,SL,Slider,Slider,237,237,35.0,86.6,2093,3.1,20,0.1509422795515491,0.2037385922636851,206.8625216703239,158.3781985195406,48.4843231507833,48.48432315078328,-2.3,-6,70,0.138,0.259,0.232,34.6,25.7,19.4,0.196,0.335,0.288,30.2,-105,11,0,12,45,1,45,11:00,12:45,-1H 45M,ATL,24.168591224018478
546,Musgrove,Musgrove, Joe,605397,R,SL,Slider,Slider,815,803,27.7,84.1,2788,15.3,57,0.629102170821307,0.5681731646023622,305.8999635289304,283.3525490750291,22.54741445390124,22.547414453901258,-1.6,-13,253,0.16,0.258,0.231,36.6,36.0,25.1,0.195,0.305,0.261,29.2,-45,7,45,8,30,0,45,7:45,8:30,-0H 45M,SD,33.15101070154578
547,Musgrove,Musgrove, Joe,605397,R,FC,Cutter,Cutter,558,549,19.0,90.7,2635,7.9,40,0.3415620640868095,0.4008229621447498,165.40875119397862,194.9942907799952,-29.58553958601658,29.585539586016573,0.0,0,123,0.298,0.526,0.366,22.1,11.4,19.7,0.329,0.556,0.394,40.6,60,12,30,11,30,1,0,12:30,11:30,+1H 00M,SD,29.051819184123485
548,Musgrove,Musgrove, Joe,605397,R,FF,4-Seamer,4-Seam Fastball,578,574,19.7,93.3,2596,13.3,63,0.5874094834908851,0.629206281655102,144.43350128163348,155.31757091453704,-10.88406963290356,10.884069632903554,0.2,1,129,0.316,0.57,0.412,20.4,20.9,18.6,0.27,0.496,0.364,45.5,30,1,15,12,45,0,30,1:15,12:45,+0H 30M,SD,27.82422293676313
549,Márquez,Márquez, Germán,608566,R,FF,4-Seamer,4-Seam Fastball,1267,1249,45.4,94.8,2077,12.6,86,0.686012253194847,0.8568531457674821,143.5116315896869,150.57838532321438,-7.066753733527463,7.066753733527461,0.1,1,334,0.272,0.436,0.366,14.1,7.5,12.1,0.322,0.515,0.404,45.8,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,COL,21.90928270042194
550,Márquez,Márquez, Germán,608566,R,SL,Slider,Slider,749,743,26.9,86.2,2421,3.0,14,0.1462671747289549,0.143851289993489,224.62892135698365,258.7895111893775,-34.16058983239384,34.1605898323938,-0.3,-2,207,0.245,0.448,0.324,40.1,31.9,30.3,0.207,0.347,0.267,34.4,75,10,30,9,15,1,15,10:30,9:15,+1H 15M,COL,28.085846867749417
551,Neidert,Neidert, Nick,663734,R,FF,4-Seamer,4-Seam Fastball,281,281,47.0,91.7,2071,18.5,100,0.8946716178355794,0.9958068606288042,132.68358927413735,127.38308293168676,5.300506342450589,5.300506342450594,1.6,5,77,0.323,0.484,0.408,12.3,9.1,8.4,0.327,0.521,0.423,44.6,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M,MIA,22.5845147219193
552,Neris,Neris, Héctor,593576,R,FF,4-Seamer,4-Seam Fastball,459,458,36.9,94.1,2351,18.4,86,0.8505548866495691,0.8568689310447675,137.3016278259187,147.0248414500725,-9.7232136241538,9.723213624153798,1.2,6,107,0.239,0.511,0.376,32.6,35.5,24.7,0.194,0.422,0.318,53.7,30,1,30,1,0,0,30,1:30,1:00,+0H 30M,PHI,24.984059511158343
553,Neris,Neris, Héctor,593576,R,FS,Splitter,Splitter,505,458,40.6,84.2,1124,9.5,66,0.6179013642349448,0.6575784825180514,104.51989209456124,84.33522872824477,20.18466336631647,20.184663366316457,-1.2,-6,133,0.136,0.28,0.252,45.6,39.8,27.3,0.152,0.24,0.223,32.8,-45,2,30,3,15,0,45,2:30,3:15,-0H 45M,PHI,13.34916864608076
554,Newcomb,Newcomb, Sean,656794,L,FF,4-Seamer,4-Seam Fastball,388,383,57.7,95.6,2295,16.5,84,0.7967365987612277,0.8446288533552258,211.58124757945964,198.52346182273857,13.057785756721074,13.05778575672105,2.3,9,91,0.308,0.462,0.434,19.7,22.0,18.2,0.275,0.429,0.411,45.7,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M,ATL,24.006276150627617
555,Nola,Nola, Aaron,605400,R,FF,4-Seamer,4-Seam Fastball,1115,1114,37.5,92.9,2197,19.3,97,0.9240269717788946,0.9684803519515626,131.38535056198882,134.0412169612432,-2.6558663992543927,2.655866399254369,-0.3,-4,225,0.265,0.471,0.352,22.4,23.6,19.8,0.257,0.522,0.36,45.4,0,1,30,1,30,0,0,1:30,1:30, 0H 00M,PHI,23.64908503767492
556,Nola,Nola, Aaron,605400,R,CH,Changeup,Changeup,589,587,19.8,85.2,1511,16.1,99,0.8843410463847868,0.9931842229426364,103.83848799401702,91.9158568862598,11.922631107757226,11.922631107757235,1.0,6,164,0.24,0.364,0.315,32.4,26.2,20.7,0.235,0.337,0.275,36.9,-30,2,30,3,0,0,30,2:30,3:00,-0H 30M,PHI,17.73474178403756
557,Nolin,Nolin, Sean,543594,L,FF,4-Seamer,4-Seam Fastball,228,228,45.7,90.7,2087,18.0,99,0.8870654665967456,0.9877391414641208,209.026998547962,208.7570563710717,0.2699421768902539,0.2699421768902216,0.9,2,59,0.383,0.596,0.462,18.2,15.3,13.4,0.245,0.411,0.346,45.0,0,11,0,11,0,0,0,11:00,11:00, 0H 00M,WSH,23.00992282249173
558,Norris,Norris, Daniel,596057,L,CH,Changeup,Changeup,295,225,29.8,86.9,1425,13.4,77,0.7667772617714472,0.766828510175993,246.0461637413081,279.1415963232922,-33.095432581984085,33.09543258198408,1.4,4,78,0.222,0.375,0.289,34.3,32.1,24.3,0.192,0.283,0.242,42.6,60,9,45,8,45,1,0,9:45,8:45,+1H 00M,MIL,16.398158803222092
559,Norris,Norris, Daniel,596057,L,SL,Slider,Slider,224,221,22.6,84.8,2614,6.1,23,0.263094228667759,0.2332251827457184,93.65456564054138,51.90022228207991,41.75434335846147,41.75434335846148,1.4,3,51,0.333,0.563,0.402,36.5,21.6,25.0,0.316,0.542,0.383,45.9,-75,3,0,4,15,1,15,3:00,4:15,-1H 15M,MIL,30.82547169811321
560,Norris,Norris, Daniel,596057,L,FF,4-Seamer,4-Seam Fastball,469,462,47.4,92.7,2392,17.2,83,0.7943988402773257,0.8265492319467185,214.45093727407576,202.94752923495,11.503408039125787,11.503408039125771,0.3,1,118,0.242,0.4,0.355,18.3,18.6,17.1,0.224,0.384,0.34,47.3,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M,MIL,25.803667745415318
561,Ober,Ober, Bailey,641927,R,SL,Slider,Slider,272,271,18.4,81.5,2158,9.7,44,0.4478528146471981,0.439954313223063,269.63593612440906,274.1659561020373,-4.530019977628228,4.530019977628233,2.6,7,74,0.264,0.542,0.394,27.5,23.0,18.7,0.255,0.447,0.318,38.2,15,9,0,8,45,0,15,9:00,8:45,+0H 15M,MIN,26.478527607361965
562,Ober,Ober, Bailey,641927,R,FF,4-Seamer,4-Seam Fastball,856,854,58.0,92.3,2178,16.6,87,0.8051557325022318,0.8708696012514796,153.96636737152016,156.38503535433918,-2.4186679828190165,2.4186679828190285,-1.0,-8,208,0.251,0.466,0.326,24.8,28.4,18.6,0.235,0.444,0.323,48.9,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,MIN,23.596966413867822
563,Odorizzi,Odorizzi, Jake,543606,R,FF,4-Seamer,4-Seam Fastball,1020,1009,55.2,92.2,2113,19.9,99,0.95796205019359,0.99190186856075,143.62586707942506,143.27386487295175,0.3520022064733155,0.3520022064732981,-0.6,-6,221,0.236,0.4,0.317,23.2,24.0,16.3,0.227,0.414,0.316,40.7,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,HOU,22.9175704989154
564,Odorizzi,Odorizzi, Jake,543606,R,FS,Splitter,Splitter,406,379,22.0,84.7,1267,12.7,89,0.760480035412697,0.8911061802305579,137.07409486089952,109.97059760461704,27.10349725628248,27.103497256282477,1.1,5,103,0.266,0.457,0.351,20.9,16.5,11.2,0.28,0.432,0.34,40.3,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M,HOU,14.958677685950413
565,Ohtani,Ohtani, Shohei,660271,R,FF,4-Seamer,4-Seam Fastball,895,891,44.2,95.6,2217,15.4,80,0.7389821698039017,0.8047828625959028,154.5887510010968,165.36975366990762,-10.781002668810828,10.78100266881081,0.0,0,195,0.294,0.512,0.401,20.8,17.9,22.4,0.28,0.459,0.381,51.2,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,LAA,23.190376569037657
